tf_minutes,require_bias,tp_r,sl_atr_buffer,trail_atr,spread_gate,min_score,n,wr,pf,exp,total_r
15,False,2.0,0.5,1.5,0.45,0,2659,41.933057540428734,0.665549521372029,-0.2030950583972542,-540.0297602782989
15,False,2.0,0.5,1.5,0.45,60,1944,42.6440329218107,0.6717356513035273,-0.19537690235144645,-379.8126981712119
15,False,2.0,0.5,1.5,0.45,70,1101,43.23342415985468,0.684973168080764,-0.18573721976823263,-204.49667896482413
15,False,2.0,1.0,0.0,0.2,0,1139,37.050043898156275,0.8965502494601099,-0.06599113949831652,-75.16390788858251
15,False,2.0,1.0,0.0,0.2,60,924,36.25541125541126,0.8487169032233425,-0.09771393214059024,-90.28767329790539
15,False,2.0,1.0,0.0,0.2,70,549,36.6120218579235,0.8841644076777769,-0.07452057786830747,-40.911797249700804
15,False,2.0,1.0,0.0,0.45,0,2593,34.168916313150795,0.7930710916649393,-0.1428754178465259,-370.4759584760417
15,False,2.0,1.0,0.0,0.45,60,1856,34.59051724137931,0.7985019172008753,-0.13726654249500955,-254.76670287073773
15,False,2.0,1.0,0.0,0.45,70,1045,33.875598086124405,0.7900890501826888,-0.14300643054485698,-149.44171991937554
15,False,2.0,1.0,1.5,0.2,0,1149,48.738033072236725,0.8530787361901964,-0.0764286089952032,-87.81647173548848
15,False,2.0,1.0,1.5,0.2,60,934,48.0728051391863,0.8162027453801238,-0.09730819672545993,-90.88585574157958
15,False,2.0,1.0,1.5,0.2,70,553,46.835443037974684,0.7748632197399782,-0.12240166166936466,-67.68811890315865
15,False,2.0,1.0,1.5,0.45,0,2620,45.76335877862596,0.720725207930357,-0.16020197420984464,-419.7291724297929
15,False,2.0,1.0,1.5,0.45,60,1878,46.75186368477103,0.7411643970920944,-0.14522910727351598,-272.740263459663
15,False,2.0,1.0,1.5,0.45,70,1057,45.6953642384106,0.7001147624294433,-0.17055822815008645,-180.28004715464138
15,False,3.0,0.5,0.0,0.2,0,1145,29.781659388646286,0.8713049377150551,-0.0957098618668997,-109.58779183760015
15,False,3.0,0.5,0.0,0.2,60,925,28.756756756756758,0.8246541369863088,-0.13190726206964062,-122.01421741441759
15,False,3.0,0.5,0.0,0.2,70,541,29.390018484288355,0.8665599683445234,-0.09929775986612407,-53.720088087573124
15,False,3.0,0.5,0.0,0.45,0,2619,26.765941198930886,0.7517662855229859,-0.19869834435333203,-520.3909638613766
15,False,3.0,0.5,0.0,0.45,60,1858,27.233584499461788,0.7694214270061984,-0.18197648489980256,-338.11230894383317
15,False,3.0,0.5,0.0,0.45,70,1034,27.079303675048354,0.776232498596071,-0.17536151404759182,-181.32380552520993
15,False,3.0,0.5,1.5,0.2,0,1161,43.75538329026701,0.7558092089144323,-0.13830373614807884,-160.57063766791953
15,False,3.0,0.5,1.5,0.2,60,939,43.024494142705,0.7282319632041484,-0.1545798161004919,-145.1504473183619
15,False,3.0,0.5,1.5,0.2,70,547,44.05850091407678,0.7620692977911118,-0.13224225762178643,-72.33651491911718
